solver,jobs,elapsed,value
CombinatorialBnB,14,8.900000239009387e-07,
GurobiSolver,14,1.5389999816761701e-06,
CombinatorialBnB,14,8.790000265435083e-07,
GurobiSolver,14,8.690000186106772e-07,
CombinatorialBnB,14,8.100000741251279e-07,
GurobiSolver,14,9.829999498833786e-07,
CombinatorialBnB,14,8.490000027450151e-07,
GurobiSolver,14,1.4140000530460384e-06,
CombinatorialBnB,14,1.0769999789772555e-06,
GurobiSolver,14,1.3630000239572837e-06,
CombinatorialBnB,14,8.029999207792571e-07,
GurobiSolver,14,1.1299999869152089e-06,
CombinatorialBnB,14,1.0090000159834744e-06,
GurobiSolver,14,1.035999957821332e-06,
CombinatorialBnB,14,9.709999631013488e-07,
GurobiSolver,14,9.409999393028556e-07,
CombinatorialBnB,14,8.329999445777503e-07,
GurobiSolver,14,1.030000021273736e-06,
CombinatorialBnB,14,9.56000008045521e-07,
GurobiSolver,14,1.0509999128771597e-06,
CombinatorialBnB,14,8.709999974598759e-07,
GurobiSolver,14,1.0750000001280569e-06,
CombinatorialBnB,14,8.680000291860779e-07,
GurobiSolver,14,1.1800000265793642e-06,
CombinatorialBnB,14,8.779999234320712e-07,
GurobiSolver,14,1.1519999816300697e-06,
CombinatorialBnB,14,9.450000106880907e-07,
GurobiSolver,14,1.0469999551787623e-06,
CombinatorialBnB,14,9.8099997103418e-07,
GurobiSolver,14,1.267000016014208e-06,
CombinatorialBnB,14,1.2159999869254534e-06,
GurobiSolver,14,1.3320000107341912e-06,
CombinatorialBnB,14,9.290000662076636e-07,
GurobiSolver,14,8.470000238958164e-07,
CombinatorialBnB,14,8.980000529845711e-07,
GurobiSolver,14,1.6640000239931396e-06,
CombinatorialBnB,14,1.1980000635958277e-06,
GurobiSolver,14,1.079000071513292e-06,
CombinatorialBnB,14,9.530000397717231e-07,
GurobiSolver,14,1.0029999657490407e-06,
CombinatorialBnB,14,1.0360000715081696e-06,
GurobiSolver,14,1.0410000186311663e-06,
CombinatorialBnB,14,8.409999736613827e-07,
GurobiSolver,14,1.2620000688912114e-06,
CombinatorialBnB,14,1.5220000477711437e-06,
GurobiSolver,14,1.199000053020427e-06,
CombinatorialBnB,14,1.0449999763295637e-06,
GurobiSolver,14,1.2400000741763506e-06,
CombinatorialBnB,14,1.000999986899842e-06,
GurobiSolver,14,1.1129999393233447e-06,
CombinatorialBnB,14,9.630000477045542e-07,
GurobiSolver,14,1.2780000133716385e-06,
CombinatorialBnB,14,1.2220000371598871e-06,
GurobiSolver,14,1.1280000080660102e-06,
CombinatorialBnB,14,9.940000609276467e-07,
GurobiSolver,14,1.155999939328467e-06,
CombinatorialBnB,14,1.5790000134074944e-06,
GurobiSolver,14,2.308999910383136e-06,
CombinatorialBnB,14,1.2100000503778574e-06,
GurobiSolver,14,1.2169999763500527e-06,
CombinatorialBnB,14,1.1880000556629966e-06,
GurobiSolver,14,1.938000082191138e-06,
CombinatorialBnB,14,8.629999683762435e-07,
GurobiSolver,14,1.0510000265639974e-06,
CombinatorialBnB,14,1.152999971054669e-06,
GurobiSolver,14,1.1140000424347818e-06,
CombinatorialBnB,14,8.730000899959123e-07,
GurobiSolver,14,1.4050000345378066e-06,
CombinatorialBnB,14,8.370000159629853e-07,
GurobiSolver,14,1.1280000080660102e-06,
CombinatorialBnB,14,1.0119999842572724e-06,
GurobiSolver,14,1.0390000397819676e-06,
CombinatorialBnB,14,8.38999994812184e-07,
GurobiSolver,14,1.1480000239316723e-06,
CombinatorialBnB,14,8.980000529845711e-07,
GurobiSolver,14,1.0800000609378912e-06,
CombinatorialBnB,14,1.1480000239316723e-06,
GurobiSolver,14,1.7569999499755795e-06,
CombinatorialBnB,14,1.1879999419761589e-06,
GurobiSolver,14,1.2760000345224398e-06,
CombinatorialBnB,14,1.0889999657592853e-06,
GurobiSolver,14,9.510000609225244e-07,
CombinatorialBnB,14,1.0139999631064711e-06,
GurobiSolver,14,1.566999912938627e-06,
CombinatorialBnB,14,1.2119999155402184e-06,
GurobiSolver,14,1.6029999869715539e-06,
CombinatorialBnB,14,2.1359999209380476e-06,
GurobiSolver,14,9.679999948275508e-07,
CombinatorialBnB,14,1.7680000610198476e-06,
GurobiSolver,14,1.3229999922259594e-06,
CombinatorialBnB,14,3.1169998919722275e-06,
GurobiSolver,14,9.120000186157995e-07,
CombinatorialBnB,14,4.276000026948168e-06,
GurobiSolver,14,4.099000079804682e-06,
CombinatorialBnB,14,1.1690000292219338e-06,
GurobiSolver,14,2.048000055765442e-06,
CombinatorialBnB,14,1.6450001112389145e-06,
GurobiSolver,14,1.956000005520764e-06,
CombinatorialBnB,14,1.1749999657695298e-06,
GurobiSolver,14,1.055999973686994e-06,
CombinatorialBnB,14,1.045999965754163e-06,
GurobiSolver,14,1.2790000027962378e-06,
CombinatorialBnB,14,8.509999815942138e-07,
GurobiSolver,14,9.699999736767495e-07,
CombinatorialBnB,14,8.430000661974191e-07,
GurobiSolver,14,1.0689999498936231e-06,
CombinatorialBnB,14,1.1199999789823778e-06,
GurobiSolver,14,1.0789999578264542e-06,
CombinatorialBnB,14,1.2460000107239466e-06,
GurobiSolver,14,1.1199999789823778e-06,
CombinatorialBnB,14,2.3919999421195826e-06,
GurobiSolver,14,2.2980000267125433e-06,
CombinatorialBnB,14,1.0689999498936231e-06,
GurobiSolver,14,9.249999948224286e-07,
CombinatorialBnB,14,9.900001032292494e-07,
GurobiSolver,14,2.118999987033021e-06,
CombinatorialBnB,14,1.0430001111672027e-06,
GurobiSolver,14,1.1229999472561758e-06,
CombinatorialBnB,14,9.929999578162096e-07,
GurobiSolver,14,1.524999902358104e-06,
CombinatorialBnB,14,8.8800004505174e-07,
GurobiSolver,14,1.764999979059212e-06,
CombinatorialBnB,14,8.629999683762435e-07,
GurobiSolver,14,1.7700000398690463e-06,
CombinatorialBnB,14,8.930001058615744e-07,
GurobiSolver,14,1.1509999922054703e-06,
CombinatorialBnB,14,1.1780000477301655e-06,
GurobiSolver,14,1.1939999922105926e-06,
CombinatorialBnB,14,9.450000106880907e-07,
GurobiSolver,14,1.1010000662281527e-06,
CombinatorialBnB,14,9.569999974701204e-07,
GurobiSolver,14,1.0709999287428218e-06,
CombinatorialBnB,14,8.439999419351807e-07,
GurobiSolver,14,1.2409999499141122e-06,
CombinatorialBnB,14,9.940000609276467e-07,
GurobiSolver,14,1.2129999049648177e-06,
CombinatorialBnB,14,9.639999234423158e-07,
GurobiSolver,14,1.5079999684530776e-06,
CombinatorialBnB,14,9.27000087358465e-07,
GurobiSolver,14,1.2880000213044696e-06,
CombinatorialBnB,14,1.1980000635958277e-06,
GurobiSolver,14,1.1390000054234406e-06,
CombinatorialBnB,14,9.98000018626044e-07,
GurobiSolver,14,1.0689999498936231e-06,
CombinatorialBnB,14,1.0910000582953217e-06,
GurobiSolver,14,1.079000071513292e-06,
CombinatorialBnB,14,9.039999895321671e-07,
GurobiSolver,14,1.1590000212891027e-06,
CombinatorialBnB,14,9.249999948224286e-07,
GurobiSolver,14,1.61700006628962e-06,
CombinatorialBnB,14,9.729999419505475e-07,
GurobiSolver,14,8.760000582697103e-07,
CombinatorialBnB,14,1.1130000530101825e-06,
GurobiSolver,14,1.244000031874748e-06,
CombinatorialBnB,14,8.050000133152935e-07,
GurobiSolver,14,1.5900000107649248e-06,
CombinatorialBnB,14,1.0219999921901035e-06,
GurobiSolver,14,1.0859999974854873e-06,
CombinatorialBnB,14,8.580000212532468e-07,
GurobiSolver,14,9.999999974752427e-07,
CombinatorialBnB,14,1.0080000265588751e-06,
GurobiSolver,14,1.0049999445982394e-06,
CombinatorialBnB,14,9.409999393028556e-07,
GurobiSolver,14,1.0180000344917062e-06,
CombinatorialBnB,14,1.2369999922157149e-06,
GurobiSolver,14,2.05100002403924e-06,
CombinatorialBnB,14,1.0360000715081696e-06,
GurobiSolver,14,1.0720000318542589e-06,
CombinatorialBnB,14,1.7139999499704572e-06,
GurobiSolver,14,8.38999994812184e-07,
CombinatorialBnB,14,8.929999921747367e-07,
GurobiSolver,14,9.299999419454252e-07,
CombinatorialBnB,14,9.409999393028556e-07,
GurobiSolver,14,1.134000058300444e-06,
CombinatorialBnB,14,8.539999498680118e-07,
GurobiSolver,14,1.0709999287428218e-06,
CombinatorialBnB,14,9.599999657439184e-07,
GurobiSolver,14,1.030000021273736e-06,
CombinatorialBnB,14,1.048999934027961e-06,
GurobiSolver,14,9.090000503420015e-07,
CombinatorialBnB,14,1.089000079446123e-06,
GurobiSolver,14,9.749999207997462e-07,
CombinatorialBnB,14,1.0549999842623947e-06,
GurobiSolver,14,1.6190000451388187e-06,
CombinatorialBnB,14,1.0070000371342758e-06,
GurobiSolver,14,1.6049999658207525e-06,
CombinatorialBnB,14,9.249999948224286e-07,
GurobiSolver,14,9.960000397768454e-07,
CombinatorialBnB,14,1.100999952541315e-06,
GurobiSolver,14,1.4529999816659256e-06,
CombinatorialBnB,14,1.0349999683967326e-06,
GurobiSolver,14,1.1790000371547649e-06,
CombinatorialBnB,14,1.3570000874096877e-06,
GurobiSolver,14,1.0759999895526562e-06,
CombinatorialBnB,14,9.420000424142927e-07,
GurobiSolver,14,9.98000018626044e-07,
CombinatorialBnB,14,9.85000042419415e-07,
GurobiSolver,14,1.0689999498936231e-06,
CombinatorialBnB,14,1.3330000001587905e-06,
GurobiSolver,14,9.160000900010346e-07,
CombinatorialBnB,14,2.1839999817530042e-06,
GurobiSolver,14,1.0029999657490407e-06,
CombinatorialBnB,14,9.509999472356867e-07,
GurobiSolver,14,1.005000058285077e-06,
CombinatorialBnB,14,1.092000047719921e-06,
GurobiSolver,14,1.186000076813798e-06,
CombinatorialBnB,14,1.0980000979543547e-06,
GurobiSolver,14,2.451999989716569e-06,
CombinatorialBnB,14,1.2680000054388074e-06,
GurobiSolver,14,1.612999994904385e-06,
CombinatorialBnB,14,9.689999842521502e-07,
GurobiSolver,14,1.095000015993719e-06,
CombinatorialBnB,14,9.740000450619846e-07,
GurobiSolver,14,1.0449999763295637e-06,
CombinatorialBnB,14,9.760000239111832e-07,
GurobiSolver,14,1.4519999922413263e-06,
CombinatorialBnB,14,1.1209999684069771e-06,
GurobiSolver,14,3.2030000056693098e-06,
CombinatorialBnB,14,1.5829999938432593e-05,
GurobiSolver,14,3.5169999819117947e-06,
CombinatorialBnB,14,1.2799999922208372e-06,
GurobiSolver,14,1.2490000926845823e-06,
CombinatorialBnB,14,1.1270000186414109e-06,
GurobiSolver,14,1.76799994733301e-06,
CombinatorialBnB,14,1.4809999129283824e-06,
GurobiSolver,14,1.6110000160551863e-06,
CombinatorialBnB,14,1.4749999763807864e-06,
GurobiSolver,14,1.214999997500854e-06,
CombinatorialBnB,14,7.529999948019395e-07,
GurobiSolver,14,1.090999944608484e-06,
CombinatorialBnB,14,8.81000005392707e-07,
GurobiSolver,14,1.1820000054285629e-06,
CombinatorialBnB,14,9.98000018626044e-07,
GurobiSolver,14,1.6829999367473647e-06,
CombinatorialBnB,14,8.829999842419056e-07,
GurobiSolver,14,1.3269999499243568e-06,
CombinatorialBnB,14,9.469999895372894e-07,
GurobiSolver,14,1.0120000979441102e-06,
CombinatorialBnB,14,1.0229999816147028e-06,
GurobiSolver,14,1.0549999842623947e-06,
CombinatorialBnB,14,8.790000265435083e-07,
GurobiSolver,14,1.2680000054388074e-06,
CombinatorialBnB,14,8.36000026538386e-07,
GurobiSolver,14,1.042999997480365e-06,
CombinatorialBnB,14,1.471000018682389e-06,
GurobiSolver,14,8.949999710239354e-07,
CombinatorialBnB,14,9.739999313751468e-07,
GurobiSolver,14,1.1630000926743378e-06,
CombinatorialBnB,14,8.819999948173063e-07,
GurobiSolver,14,1.2250000054336851e-06,
CombinatorialBnB,14,9.199999340125942e-07,
GurobiSolver,14,9.120000186157995e-07,
CombinatorialBnB,14,9.139999974649982e-07,
GurobiSolver,14,1.3259999604997574e-06,
CombinatorialBnB,14,1.1739999763449305e-06,
GurobiSolver,14,1.2779998996848008e-06,
CombinatorialBnB,14,1.2180000794614898e-06,
GurobiSolver,14,2.2500000795844244e-06,
CombinatorialBnB,14,1.5640000583516667e-06,
GurobiSolver,14,1.0390000397819676e-06,
CombinatorialBnB,14,9.049999789567664e-07,
GurobiSolver,14,9.550000186209218e-07,
CombinatorialBnB,14,9.379999710290576e-07,
GurobiSolver,14,1.0750000001280569e-06,
CombinatorialBnB,14,1.2900000001536682e-06,
GurobiSolver,14,1.204999989568023e-06,
CombinatorialBnB,14,8.020000450414955e-07,
GurobiSolver,14,8.81000005392707e-07,
CombinatorialBnB,14,8.439999419351807e-07,
GurobiSolver,14,1.0830000292116893e-06,
CombinatorialBnB,14,1.0129999736818718e-06,
GurobiSolver,14,1.267000016014208e-06,
CombinatorialBnB,14,8.8800004505174e-07,
GurobiSolver,14,1.1369999128874042e-06,
CombinatorialBnB,14,9.789999921849812e-07,
GurobiSolver,14,9.890000001178123e-07,
CombinatorialBnB,14,8.700000080352766e-07,
GurobiSolver,14,9.72000066212786e-07,
CombinatorialBnB,14,1.4370000371854985e-06,
GurobiSolver,14,1.829999973779195e-06,
CombinatorialBnB,14,2.810999944813375e-06,
GurobiSolver,14,2.0969999923181604e-06,
CombinatorialBnB,14,1.1099999710495467e-06,
GurobiSolver,14,9.049999789567664e-07,
CombinatorialBnB,14,8.039999102038564e-07,
GurobiSolver,14,1.3359999684325885e-06,
CombinatorialBnB,14,1.005000058285077e-06,
GurobiSolver,14,1.1480000239316723e-06,
CombinatorialBnB,14,9.739999313751468e-07,
GurobiSolver,14,8.93999981599336e-07,
CombinatorialBnB,14,8.83999973666505e-07,
GurobiSolver,14,9.080000609174022e-07,
CombinatorialBnB,14,8.550000529794488e-07,
GurobiSolver,14,8.99999918146932e-07,
CombinatorialBnB,14,8.289999868793529e-07,
GurobiSolver,14,1.202000021294225e-06,
CombinatorialBnB,14,9.689999842521502e-07,
GurobiSolver,14,9.729999419505475e-07,
CombinatorialBnB,14,8.079999815890915e-07,
GurobiSolver,14,9.509999472356867e-07,
CombinatorialBnB,14,8.36000026538386e-07,
GurobiSolver,14,8.399999842367833e-07,
CombinatorialBnB,14,8.719999868844752e-07,
GurobiSolver,14,9.899999895424116e-07,
CombinatorialBnB,14,8.8800004505174e-07,
GurobiSolver,14,9.90999978967011e-07,
CombinatorialBnB,14,1.0320000001229346e-06,
GurobiSolver,14,9.500000714979251e-07,
CombinatorialBnB,14,1.1579999181776657e-06,
GurobiSolver,14,9.230000159732299e-07,
CombinatorialBnB,14,9.27000087358465e-07,
GurobiSolver,14,1.2360000027911155e-06,
CombinatorialBnB,14,1.0740000107034575e-06,
GurobiSolver,14,8.900000239009387e-07,
CombinatorialBnB,14,8.37999891700747e-07,
GurobiSolver,14,1.3979999948787736e-06,
CombinatorialBnB,14,8.980000529845711e-07,
GurobiSolver,14,9.72000066212786e-07,
CombinatorialBnB,14,9.159999763141968e-07,
GurobiSolver,14,1.0840000186362886e-06,
CombinatorialBnB,14,8.299999763039523e-07,
GurobiSolver,14,1.0750000001280569e-06,
CombinatorialBnB,14,9.670000054029515e-07,
GurobiSolver,14,1.204999989568023e-06,
CombinatorialBnB,14,1.1040000345019507e-06,
GurobiSolver,14,7.025999934739957e-06,
CombinatorialBnB,14,1.871999984359718e-06,
GurobiSolver,14,1.0830000292116893e-06,
CombinatorialBnB,14,1.1740000900317682e-06,
GurobiSolver,14,1.9620000557551975e-06,
CombinatorialBnB,14,1.0119999842572724e-06,
GurobiSolver,14,1.2339999102550792e-06,
CombinatorialBnB,14,1.3970000054541742e-06,
GurobiSolver,14,1.2450000212993473e-06,
CombinatorialBnB,14,1.0410000186311663e-06,
GurobiSolver,14,1.2919999790028669e-06,
CombinatorialBnB,14,9.279999630962266e-07,
GurobiSolver,14,1.092000047719921e-06,
CombinatorialBnB,14,1.6829999367473647e-06,
GurobiSolver,14,1.1740000900317682e-06,
CombinatorialBnB,14,1.707000023998262e-06,
GurobiSolver,14,9.999999974752427e-07,
CombinatorialBnB,14,8.8800004505174e-07,
GurobiSolver,14,1.1610000001383014e-06,
CombinatorialBnB,14,9.709999631013488e-07,
GurobiSolver,14,9.660000159783522e-07,
CombinatorialBnB,14,8.380000053875847e-07,
GurobiSolver,14,1.0040000688604778e-06,
CombinatorialBnB,14,7.75000103203638e-07,
GurobiSolver,14,1.0109999948326731e-06,
CombinatorialBnB,14,9.260000979338656e-07,
GurobiSolver,14,1.2019999076073873e-06,
CombinatorialBnB,14,8.900000239009387e-07,
GurobiSolver,14,8.4499993135978e-07,
CombinatorialBnB,14,8.539999498680118e-07,
GurobiSolver,14,1.254000039807579e-06,
CombinatorialBnB,14,8.800000159681076e-07,
GurobiSolver,14,1.0040000688604778e-06,
CombinatorialBnB,14,8.749999551582732e-07,
GurobiSolver,14,1.0420000080557656e-06,
CombinatorialBnB,14,9.019998969961307e-07,
GurobiSolver,14,1.7190000107802916e-06,
CombinatorialBnB,14,9.830000635702163e-07,
GurobiSolver,14,1.0960000054183183e-06,
CombinatorialBnB,14,8.540000635548495e-07,
GurobiSolver,14,1.1209999684069771e-06,
CombinatorialBnB,14,9.219999128617928e-07,
GurobiSolver,14,1.1250000397922122e-06,
CombinatorialBnB,14,9.689999842521502e-07,
GurobiSolver,14,1.150000002780871e-06,
CombinatorialBnB,14,9.479999789618887e-07,
GurobiSolver,14,1.1619999895629007e-06,
CombinatorialBnB,14,1.1649999578366987e-06,
GurobiSolver,14,1.5499999790336005e-06,
CombinatorialBnB,14,1.4329999658002635e-06,
GurobiSolver,14,1.3129999842931284e-06,
CombinatorialBnB,14,1.5220000477711437e-06,
GurobiSolver,14,1.0059999340228387e-06,
CombinatorialBnB,14,1.0889999657592853e-06,
GurobiSolver,14,1.045999965754163e-06,
CombinatorialBnB,14,8.759999445828726e-07,
GurobiSolver,14,1.1490000133562717e-06,
CombinatorialBnB,14,1.1289999974906095e-06,
GurobiSolver,14,1.200999918182788e-06,
CombinatorialBnB,14,1.7480000451541855e-06,
GurobiSolver,14,1.3189999208407244e-06,
CombinatorialBnB,14,1.199000053020427e-06,
GurobiSolver,14,9.220000265486306e-07,
CombinatorialBnB,14,1.7439999737689504e-06,
GurobiSolver,14,8.8800004505174e-07,
CombinatorialBnB,14,8.740000794205116e-07,
GurobiSolver,14,1.5760000451336964e-06,
CombinatorialBnB,14,8.040000238906941e-07,
GurobiSolver,14,1.2929999684274662e-06,
CombinatorialBnB,14,9.590000900061568e-07,
GurobiSolver,14,1.1880000556629966e-06,
CombinatorialBnB,14,8.840000873533427e-07,
GurobiSolver,14,1.0299999075868982e-06,
CombinatorialBnB,14,1.1419999736972386e-06,
GurobiSolver,14,1.1450000556578743e-06,
CombinatorialBnB,14,8.750000688451109e-07,
GurobiSolver,14,1.040000029206567e-06,
CombinatorialBnB,14,9.340000133306603e-07,
GurobiSolver,14,1.0360000715081696e-06,
CombinatorialBnB,14,9.829999498833786e-07,
GurobiSolver,14,1.6479999658258748e-06,
CombinatorialBnB,14,9.230000159732299e-07,
GurobiSolver,14,1.2890000107290689e-06,
CombinatorialBnB,14,8.41999963085982e-07,
GurobiSolver,14,9.56000008045521e-07,
CombinatorialBnB,14,8.090000847005285e-07,
GurobiSolver,14,1.1119999498987454e-06,
CombinatorialBnB,14,8.399999842367833e-07,
GurobiSolver,14,1.4620000001741573e-06,
CombinatorialBnB,14,1.2489999789977446e-06,
GurobiSolver,14,1.3269999499243568e-06,
CombinatorialBnB,14,1.4020000662640086e-06,
GurobiSolver,14,2.551999955358042e-06,
CombinatorialBnB,14,1.0159999419556698e-06,
GurobiSolver,14,1.2739999419864034e-06,
CombinatorialBnB,14,8.91000013325538e-07,
GurobiSolver,14,1.1629999789875e-06,
CombinatorialBnB,14,1.4940000028218492e-06,
GurobiSolver,14,9.580001005815575e-07,
CombinatorialBnB,14,1.152999971054669e-06,
GurobiSolver,14,1.0449999763295637e-06,
CombinatorialBnB,14,9.83999939307978e-07,
GurobiSolver,14,1.0809999366756529e-06,
CombinatorialBnB,14,1.050000037139398e-06,
GurobiSolver,14,1.314999963142327e-06,
CombinatorialBnB,14,8.420000767728197e-07,
GurobiSolver,14,1.0100000054080738e-06,
CombinatorialBnB,14,9.58999976319319e-07,
GurobiSolver,14,1.055999973686994e-06,
CombinatorialBnB,14,9.320000344814616e-07,
GurobiSolver,14,1.2040000001434237e-06,
CombinatorialBnB,14,1.141000097959477e-06,
GurobiSolver,14,1.8179998733103275e-06,
CombinatorialBnB,14,1.0339999789721332e-06,
GurobiSolver,14,1.25599990496994e-06,
CombinatorialBnB,14,1.3940000371803762e-06,
GurobiSolver,14,1.8469997939973837e-06,
CombinatorialBnB,14,1.0940000265691197e-06,
GurobiSolver,14,9.269999736716272e-07,
CombinatorialBnB,14,8.819999948173063e-07,
GurobiSolver,14,2.065999979095068e-06,
CombinatorialBnB,14,9.299999419454252e-07,
GurobiSolver,14,1.0850001217477256e-06,
CombinatorialBnB,14,9.230000159732299e-07,
GurobiSolver,14,9.729999419505475e-07,
CombinatorialBnB,14,1.0609999208099907e-06,
GurobiSolver,14,1.1120000635855831e-06,
CombinatorialBnB,14,1.0779999684018549e-06,
GurobiSolver,14,1.1290001111774473e-06,
CombinatorialBnB,14,1.3379999472817872e-06,
GurobiSolver,14,1.0459998520673253e-06,
CombinatorialBnB,14,1.1100000847363845e-06,
GurobiSolver,14,1.2240000160090858e-06,
CombinatorialBnB,14,9.119999049289618e-07,
GurobiSolver,14,1.475999852118548e-06,
CombinatorialBnB,14,1.02400008472614e-06,
GurobiSolver,14,2.8389999897626694e-06,
CombinatorialBnB,14,1.0669998573575867e-06,
GurobiSolver,14,1.897999936772976e-06,
CombinatorialBnB,14,8.879999313649023e-07,
GurobiSolver,14,2.5639999421400717e-06,
CombinatorialBnB,14,9.589998626324814e-07,
GurobiSolver,14,3.105000132563873e-06,
CombinatorialBnB,14,1.0940000265691197e-06,
GurobiSolver,14,2.0530001165752765e-06,
CombinatorialBnB,14,8.089998573268531e-07,
GurobiSolver,14,3.253000159020303e-06,
CombinatorialBnB,14,1.0909998309216462e-06,
GurobiSolver,14,1.0590001693344675e-06,
CombinatorialBnB,14,9.859998044703389e-07,
GurobiSolver,14,2.9889999950682977e-06,
CombinatorialBnB,14,9.800000952964183e-07,
GurobiSolver,14,1.0219998785032658e-06,
CombinatorialBnB,14,1.0750000001280569e-06,
GurobiSolver,14,9.48999968386488e-07,
CombinatorialBnB,14,1.6120000054797856e-06,
GurobiSolver,14,1.0260000635753386e-06,
CombinatorialBnB,14,1.4770000689168228e-06,
GurobiSolver,14,1.269999984288006e-06,
CombinatorialBnB,14,1.0740000107034575e-06,
GurobiSolver,14,1.1849999737023609e-06,
CombinatorialBnB,14,1.2420000530255493e-06,
GurobiSolver,14,1.5749999420222593e-06,
CombinatorialBnB,14,1.2809998679585988e-06,
GurobiSolver,14,1.0290000318491366e-06,
CombinatorialBnB,14,9.429998044652166e-07,
GurobiSolver,14,1.0630001270328648e-06,
CombinatorialBnB,14,1.0870001005969243e-06,
GurobiSolver,14,1.7460001799918246e-06,
CombinatorialBnB,14,1.5660000372008653e-06,
GurobiSolver,14,1.883000095403986e-06,
CombinatorialBnB,14,9.679999948275508e-07,
GurobiSolver,14,1.0549999842623947e-06,
CombinatorialBnB,14,9.249999948224286e-07,
GurobiSolver,14,9.759999102243455e-07,
CombinatorialBnB,14,1.0719998044805834e-06,
GurobiSolver,14,1.8959999579237774e-06,
CombinatorialBnB,14,1.0549999842623947e-06,
GurobiSolver,14,1.115999793910305e-06,
CombinatorialBnB,14,9.93999947240809e-07,
GurobiSolver,14,1.3850001323589822e-06,
CombinatorialBnB,14,1.2319999314058805e-06,
GurobiSolver,14,1.1780000477301655e-06,
CombinatorialBnB,14,9.150001005764352e-07,
GurobiSolver,14,1.0789999578264542e-06,
CombinatorialBnB,14,9.359998784930212e-07,
GurobiSolver,14,9.230000159732299e-07,
CombinatorialBnB,14,9.039999895321671e-07,
GurobiSolver,14,1.356000211671926e-06,
CombinatorialBnB,14,9.440000212634914e-07,
GurobiSolver,14,1.1499998890940333e-06,
CombinatorialBnB,14,8.460001481580548e-07,
GurobiSolver,14,1.2479999895731453e-06,
CombinatorialBnB,14,8.690001322975149e-07,
GurobiSolver,14,1.0510000265639974e-06,
CombinatorialBnB,14,7.940000159578631e-07,
GurobiSolver,14,1.2059999789926223e-06,
CombinatorialBnB,14,1.1559998256416293e-06,
GurobiSolver,14,9.980001323128818e-07,
CombinatorialBnB,14,8.499998784827767e-07,
GurobiSolver,14,8.790000265435083e-07,
CombinatorialBnB,14,1.297000153499539e-06,
GurobiSolver,14,1.2600000900420127e-06,
CombinatorialBnB,14,8.849999630911043e-07,
GurobiSolver,14,1.4600000213249587e-06,
CombinatorialBnB,14,1.058999941960792e-06,
GurobiSolver,14,1.0730000212788582e-06,
CombinatorialBnB,14,1.1330000688758446e-06,
GurobiSolver,14,1.6770000001997687e-06,
CombinatorialBnB,14,1.2880000213044696e-06,
GurobiSolver,14,1.5939999684633221e-06,
CombinatorialBnB,14,1.6019998838601168e-06,
GurobiSolver,14,9.220000265486306e-07,
CombinatorialBnB,14,1.6369999684684444e-06,
GurobiSolver,14,1.374000021314714e-06,
CombinatorialBnB,14,1.0129999736818718e-06,
GurobiSolver,14,1.4300001112133032e-06,
CombinatorialBnB,14,1.2479999895731453e-06,
GurobiSolver,14,1.1229999472561758e-06,
CombinatorialBnB,14,1.0310000106983352e-06,
GurobiSolver,14,1.964999910342158e-06,
CombinatorialBnB,14,9.039999895321671e-07,
GurobiSolver,14,9.570001111569582e-07,
CombinatorialBnB,14,1.157000042439904e-06,
GurobiSolver,14,1.5150001217989484e-06,
CombinatorialBnB,14,1.4659999578725547e-06,
GurobiSolver,14,1.193000116472831e-06,
CombinatorialBnB,14,7.769999683659989e-07,
GurobiSolver,14,1.1249999261053745e-06,
CombinatorialBnB,14,8.860001798893791e-07,
GurobiSolver,14,1.137000026574242e-06,
CombinatorialBnB,14,8.570000318286475e-07,
GurobiSolver,14,2.172999984395574e-06,
CombinatorialBnB,14,8.530000741302501e-07,
GurobiSolver,14,1.1249999261053745e-06,
CombinatorialBnB,14,9.600000794307562e-07,
GurobiSolver,14,1.4750000900676241e-06,
CombinatorialBnB,14,1.1390000054234406e-06,
GurobiSolver,14,9.940001746144844e-07,
CombinatorialBnB,14,7.289997938642045e-07,
GurobiSolver,14,1.2359998891042778e-06,
CombinatorialBnB,14,8.790000265435083e-07,
GurobiSolver,14,1.0390001534688054e-06,
CombinatorialBnB,14,9.569998837832827e-07,
GurobiSolver,14,9.809998573473422e-07,
CombinatorialBnB,14,1.0310000106983352e-06,
GurobiSolver,14,1.2299999525566818e-06,
CombinatorialBnB,14,1.2259999948582845e-06,
GurobiSolver,14,1.041999894368928e-06,
CombinatorialBnB,14,1.1490001270431094e-06,
GurobiSolver,14,1.092000047719921e-06,
CombinatorialBnB,14,1.199000053020427e-06,
GurobiSolver,14,1.3760000001639128e-06,
CombinatorialBnB,14,1.5480000001844019e-06,
GurobiSolver,14,1.2120001429138938e-06,
CombinatorialBnB,14,1.0720000318542589e-06,
GurobiSolver,14,1.1330000688758446e-06,
CombinatorialBnB,14,9.059999683813658e-07,
GurobiSolver,14,1.5860000530665275e-06,
CombinatorialBnB,14,1.4999998256826075e-06,
GurobiSolver,14,1.2279999737074832e-06,
CombinatorialBnB,14,9.93999947240809e-07,
GurobiSolver,14,9.679999948275508e-07,
CombinatorialBnB,14,1.5869998151174514e-06,
GurobiSolver,14,1.275999920835602e-06,
CombinatorialBnB,14,1.306000058320933e-06,
GurobiSolver,14,1.8559999261924531e-06,
CombinatorialBnB,14,1.0869998732232489e-06,
GurobiSolver,14,9.620000582799548e-07,
CombinatorialBnB,14,1.2099999366910197e-06,
