solver,jobs,elapsed,error
GurobiSolver,20,1.1249999261053745e-06,
CombinatorialBnB,20,9.660002433520276e-07,
GurobiSolver,20,1.0799999472510535e-06,
CombinatorialBnB,20,8.540000635548495e-07,
GurobiSolver,20,1.3889998626837041e-06,
CombinatorialBnB,20,9.339996722701471e-07,
GurobiSolver,20,1.2059999789926223e-06,
CombinatorialBnB,20,9.020000106829684e-07,
GurobiSolver,20,1.25599990496994e-06,
CombinatorialBnB,20,8.590000106778461e-07,
GurobiSolver,20,2.042000232904684e-06,
CombinatorialBnB,20,9.150003279501107e-07,
GurobiSolver,20,2.425000275252387e-06,
CombinatorialBnB,20,1.2010000318696257e-06,
GurobiSolver,20,3.452000328252325e-06,
CombinatorialBnB,20,8.429997251369059e-07,
GurobiSolver,20,1.324999630014645e-06,
CombinatorialBnB,20,9.569998837832827e-07,
GurobiSolver,20,1.2919999790028669e-06,
CombinatorialBnB,20,1.0870003279705998e-06,
GurobiSolver,20,1.180999788630288e-06,
CombinatorialBnB,20,1.1140000424347818e-06,
GurobiSolver,20,2.9210000320745166e-06,
CombinatorialBnB,20,1.0039998414868023e-06,
GurobiSolver,20,1.2729997251881287e-06,
CombinatorialBnB,20,1.2740001693600789e-06,
GurobiSolver,20,2.2890003492648248e-06,
CombinatorialBnB,20,9.99999883788405e-07,
GurobiSolver,20,1.2159998732386157e-06,
CombinatorialBnB,20,9.479999789618887e-07,
GurobiSolver,20,1.2430000424501486e-06,
CombinatorialBnB,20,1.0779999684018549e-06,
GurobiSolver,20,1.5139999050006736e-06,
CombinatorialBnB,20,1.018000148178544e-06,
GurobiSolver,20,1.3330000001587905e-06,
CombinatorialBnB,20,1.1180000001331791e-06,
GurobiSolver,20,1.651000275160186e-06,
CombinatorialBnB,20,1.0379999366705306e-06,
GurobiSolver,20,1.4289998944150284e-06,
CombinatorialBnB,20,8.699998943484388e-07,
GurobiSolver,20,1.7570000636624172e-06,
CombinatorialBnB,20,8.749998414714355e-07,
GurobiSolver,20,2.2549997993337456e-06,
CombinatorialBnB,20,9.139998837781604e-07,
GurobiSolver,20,1.5240002539940178e-06,
CombinatorialBnB,20,1.0470002962392755e-06,
GurobiSolver,20,1.2669997886405326e-06,
CombinatorialBnB,20,1.1800002539530396e-06,
GurobiSolver,20,1.1880001693498343e-06,
CombinatorialBnB,20,1.0009998732130043e-06,
GurobiSolver,20,1.17799982035649e-06,
CombinatorialBnB,20,8.519996299582999e-07,
GurobiSolver,20,1.577999682922382e-06,
CombinatorialBnB,20,1.0250000741507392e-06,
GurobiSolver,20,1.2420000530255493e-06,
CombinatorialBnB,20,9.43000031838892e-07,
GurobiSolver,20,2.4889995984267443e-06,
CombinatorialBnB,20,1.1679999261104967e-06,
GurobiSolver,20,3.7579998206638265e-06,
CombinatorialBnB,20,1.0799999472510535e-06,
GurobiSolver,20,1.5880000319157261e-06,
CombinatorialBnB,20,1.018000148178544e-06,
GurobiSolver,20,2.054000105999876e-06,
CombinatorialBnB,20,2.91600008495152e-06,
GurobiSolver,20,4.588000138028292e-06,
CombinatorialBnB,20,1.1150000318593811e-06,
GurobiSolver,20,1.995000275201164e-06,
CombinatorialBnB,20,8.890001481631771e-07,
GurobiSolver,20,1.7760003174771555e-06,
CombinatorialBnB,20,8.479996722599026e-07,
GurobiSolver,20,1.4830002328380942e-06,
CombinatorialBnB,20,1.041999894368928e-06,
GurobiSolver,20,1.2989999049750622e-06,
CombinatorialBnB,20,1.0219996511295903e-06,
GurobiSolver,20,1.466999947297154e-06,
CombinatorialBnB,20,2.271000084874686e-06,
GurobiSolver,20,1.1439997251727618e-06,
CombinatorialBnB,20,1.6259996300505009e-06,
GurobiSolver,20,1.0959997780446429e-06,
CombinatorialBnB,20,1.67500002135057e-06,
GurobiSolver,20,1.1080001058871858e-06,
CombinatorialBnB,20,1.3019998732488602e-06,
GurobiSolver,20,1.0829999155248515e-06,
CombinatorialBnB,20,9.28000190469902e-07,
GurobiSolver,20,1.199000053020427e-06,
CombinatorialBnB,20,1.3369999578571878e-06,
GurobiSolver,20,1.452000105928164e-06,
CombinatorialBnB,20,8.950000847107731e-07,
GurobiSolver,20,1.3229996511654463e-06,
CombinatorialBnB,20,1.142000201070914e-06,
GurobiSolver,20,1.0540002222114708e-06,
CombinatorialBnB,20,1.8120003915100824e-06,
GurobiSolver,20,1.4380002539837733e-06,
CombinatorialBnB,20,1.0529997780395206e-06,
GurobiSolver,20,1.0750000001280569e-06,
CombinatorialBnB,20,8.429997251369059e-07,
GurobiSolver,20,1.693000285740709e-06,
CombinatorialBnB,20,1.1430001904955134e-06,
GurobiSolver,20,1.2299997251830064e-06,
CombinatorialBnB,20,1.4840002222626936e-06,
GurobiSolver,20,3.519000074447831e-06,
CombinatorialBnB,20,2.1760001800430473e-06,
GurobiSolver,20,1.9290000636829063e-06,
CombinatorialBnB,20,1.6520002645847853e-06,
GurobiSolver,20,2.204999873356428e-06,
CombinatorialBnB,20,9.929999578162096e-07,
GurobiSolver,20,1.7689999367576092e-06,
CombinatorialBnB,20,1.100000190490391e-06,
GurobiSolver,20,1.8139999156119302e-06,
CombinatorialBnB,20,8.780002644925844e-07,
GurobiSolver,20,1.2730001799354795e-06,
CombinatorialBnB,20,9.599998520570807e-07,
GurobiSolver,20,1.8810001165547874e-06,
CombinatorialBnB,20,1.5430000530614052e-06,
GurobiSolver,20,1.883000095403986e-06,
CombinatorialBnB,20,1.1819997780548874e-06,
GurobiSolver,20,1.928000074258307e-06,
CombinatorialBnB,20,1.1619999895629007e-06,
GurobiSolver,20,1.7789998310036026e-06,
CombinatorialBnB,20,1.0960002327919938e-06,
GurobiSolver,20,1.9709996195160784e-06,
CombinatorialBnB,20,1.0809999366756529e-06,
GurobiSolver,20,1.8000000636675395e-06,
CombinatorialBnB,20,1.1409997568989638e-06,
GurobiSolver,20,2.4169999051082414e-06,
CombinatorialBnB,20,1.7789998310036026e-06,
GurobiSolver,20,1.3369999578571878e-06,
CombinatorialBnB,20,1.0759999895526562e-06,
GurobiSolver,20,1.0889998520724475e-06,
CombinatorialBnB,20,8.990000424091704e-07,
GurobiSolver,20,1.371000053040916e-06,
CombinatorialBnB,20,7.749999895168003e-07,
GurobiSolver,20,1.2460000107239466e-06,
CombinatorialBnB,20,9.560003491060343e-07,
GurobiSolver,20,1.3049998415226582e-06,
CombinatorialBnB,20,8.140000318235252e-07,
GurobiSolver,20,1.0799999472510535e-06,
CombinatorialBnB,20,8.259999049187172e-07,
GurobiSolver,20,1.2519999472715426e-06,
CombinatorialBnB,20,9.570003385306336e-07,
GurobiSolver,20,1.398000222252449e-06,
CombinatorialBnB,20,9.780001164472196e-07,
GurobiSolver,20,1.2369996511552017e-06,
CombinatorialBnB,20,9.180002962239087e-07,
GurobiSolver,20,1.7849997675511986e-06,
CombinatorialBnB,20,1.0710000424296595e-06,
GurobiSolver,20,1.8330001694266684e-06,
CombinatorialBnB,20,1.1649999578366987e-06,
GurobiSolver,20,1.8349996935285162e-06,
CombinatorialBnB,20,9.90999978967011e-07,
GurobiSolver,20,1.67500002135057e-06,
CombinatorialBnB,20,1.030000021273736e-06,
GurobiSolver,20,1.1670003914332483e-06,
CombinatorialBnB,20,1.0019998626376037e-06,
GurobiSolver,20,1.711000095383497e-06,
CombinatorialBnB,20,1.1830002222268376e-06,
GurobiSolver,20,1.64500033861259e-06,
CombinatorialBnB,20,1.0799999472510535e-06,
GurobiSolver,20,3.6819997148995753e-06,
CombinatorialBnB,20,1.1060001270379871e-06,
GurobiSolver,20,1.7300003491982352e-06,
CombinatorialBnB,20,1.1440001799201127e-06,
GurobiSolver,20,1.8439995983499102e-06,
CombinatorialBnB,20,1.0069998097606003e-06,
GurobiSolver,20,2.1700002434954513e-06,
CombinatorialBnB,20,1.2250002328073606e-06,
GurobiSolver,20,2.7219998628424946e-06,
CombinatorialBnB,20,8.869997145666275e-07,
GurobiSolver,20,1.2030000107188243e-06,
CombinatorialBnB,20,8.369997885893099e-07,
GurobiSolver,20,1.3179997040424496e-06,
CombinatorialBnB,20,2.8459999157348648e-06,
GurobiSolver,20,1.1950000953220297e-06,
CombinatorialBnB,20,1.1829997674794868e-06,
GurobiSolver,20,1.7789998310036026e-06,
CombinatorialBnB,20,1.3260000741865952e-06,
GurobiSolver,20,1.5350001376646105e-06,
CombinatorialBnB,20,1.0199996722803917e-06,
GurobiSolver,20,1.9620001694420353e-06,
CombinatorialBnB,20,1.0429998837935273e-06,
GurobiSolver,20,1.6879998838703614e-06,
CombinatorialBnB,20,1.0899998414970469e-06,
GurobiSolver,20,1.5300001905416138e-06,
CombinatorialBnB,20,1.0339999789721332e-06,
GurobiSolver,20,2.190000031987438e-06,
CombinatorialBnB,20,1.02400008472614e-06,
GurobiSolver,20,1.8509999790694565e-06,
CombinatorialBnB,20,1.027000052999938e-06,
GurobiSolver,20,1.419000000169035e-06,
CombinatorialBnB,20,1.011999756883597e-06,
GurobiSolver,20,1.666000116529176e-06,
CombinatorialBnB,20,8.570000318286475e-07,
GurobiSolver,20,1.2959999367012642e-06,
CombinatorialBnB,20,1.2059999789926223e-06,
GurobiSolver,20,1.4060001376492437e-06,
CombinatorialBnB,20,2.325999957975e-06,
GurobiSolver,20,1.2159998732386157e-06,
CombinatorialBnB,20,2.4779997147561517e-06,
GurobiSolver,20,2.49699996857089e-06,
CombinatorialBnB,20,1.06899960883311e-06,
GurobiSolver,20,1.8360001377004664e-06,
CombinatorialBnB,20,4.898000042885542e-06,
GurobiSolver,20,3.7189997783571016e-06,
CombinatorialBnB,20,1.124000391428126e-06,
GurobiSolver,20,1.998000243474962e-06,
CombinatorialBnB,20,2.3329998839471955e-06,
GurobiSolver,20,3.946000106225256e-06,
CombinatorialBnB,20,1.0769999789772555e-06,
GurobiSolver,20,1.4470001588051673e-06,
CombinatorialBnB,20,1.455000074201962e-06,
GurobiSolver,20,1.7370002751704305e-06,
CombinatorialBnB,20,1.1060001270379871e-06,
GurobiSolver,20,1.413000063621439e-06,
CombinatorialBnB,20,9.940004019881599e-07,
GurobiSolver,20,1.4110000847722404e-06,
CombinatorialBnB,20,1.0390003808424808e-06,
GurobiSolver,20,1.5180003174464218e-06,
CombinatorialBnB,20,1.1729998732334934e-06,
GurobiSolver,20,1.4209999790182337e-06,
CombinatorialBnB,20,1.485000211687293e-06,
GurobiSolver,20,1.686999894445762e-06,
CombinatorialBnB,20,9.809996299736667e-07,
GurobiSolver,20,1.267999778065132e-06,
CombinatorialBnB,20,9.76000137598021e-07,
GurobiSolver,20,1.3539997780753765e-06,
CombinatorialBnB,20,9.469999895372894e-07,
GurobiSolver,20,1.6160001905518584e-06,
